cadmium,aluminium,chromium,perchlorate,chloramine,arsenic,viruses,radium,lead,uranium,nitrites,barium,flouride,ammonia,selenium,bacteria,silver,is_safe
0.005,4.5,0.86,18.88,3.31,0.01,0.92,7.48,0.025,0.06,1.02,2.68,0.33,24.24,0.06,0.92,0.3,1
0.09,0.08,0.32,41.75,4.25,0.35,0.004,2.31,0.021,0.02,1.18,2.71,0.32,0.33,0.0,0.01,0.03,1
0.07,0.06,0.05,0.22,0.3,0.01,0.005,0.27,0.06,0.08,0.06,1.49,1.44,17.75,0.1,0.07,0.05,1
0.004,3.73,0.61,27.75,6.99,0.02,0.86,3.12,0.132,0.03,1.26,0.25,1.19,25.53,0.09,0.86,0.05,1
0.08,0.0,0.03,0.25,0.19,0.09,0.0,4.45,0.046,0.0,1.51,2.72,1.31,2.09,0.02,0.0,0.04,0
0.08,0.03,0.03,6.0,0.01,0.05,0.002,4.84,0.135,0.0,1.57,1.92,0.94,1.62,0.1,0.26,0.04,0
0.02,0.04,0.03,3.45,0.09,0.04,0.001,3.77,0.015,0.01,0.13,0.82,1.21,6.41,0.09,0.0,0.03,1
0.01,0.06,0.02,0.51,0.24,0.1,0.58,2.76,0.127,0.01,1.8,2.0,0.55,13.23,0.03,0.58,0.03,0
0.04,0.06,0.04,0.28,0.67,0.01,0.001,0.58,0.03,0.04,0.34,0.68,0.61,12.44,0.0,0.0,0.01,1
0.04,0.07,0.04,0.03,0.13,0.03,0.76,0.61,0.083,0.06,1.37,0.4,1.46,29.63,0.07,0.76,0.07,0
0.1,0.08,0.01,0.18,0.04,0.01,0.008,2.65,0.197,0.06,1.9,0.77,0.45,14.82,0.05,0.3,0.06,0
0.05,0.06,0.03,4.65,0.01,0.05,0.71,3.92,0.09,0.03,1.46,0.89,0.11,4.8,0.06,0.71,0.02,0
0.002,1.16,0.44,3.18,2.56,0.05,0.0,2.08,0.059,0.08,1.7,1.29,0.28,29.37,0.06,0.0,0.5,1
0.005,1.45,0.53,2.08,4.18,0.02,0.001,4.51,0.098,0.02,1.65,1.53,0.81,23.77,0.1,0.19,0.07,1
0.05,0.01,0.02,2.4,0.49,0.01,0.001,2.16,0.079,0.0,0.08,0.81,1.19,18.62,0.03,0.0,0.03,1
0.09,0.04,0.08,2.13,0.24,0.05,0.99,0.75,0.112,0.06,1.33,0.01,0.71,9.03,0.0,0.99,0.02,0
0.002,0.61,0.77,11.16,1.94,0.03,0.001,0.98,0.017,0.03,1.08,0.59,0.62,2.41,0.01,0.23,0.47,1
0.09,0.09,0.03,0.38,0.18,0.07,0.89,2.05,0.033,0.02,0.22,0.77,1.38,10.79,0.0,0.89,0.04,0
0.01,0.05,0.05,3.31,0.28,0.08,0.007,0.29,0.148,0.02,1.75,1.0,0.81,6.94,0.03,0.2,0.03,0
0.002,0.19,0.13,59.26,1.03,0.001,0.001,0.8,0.167,0.0,1.29,3.27,0.85,27.55,0.07,0.1,0.07,0
0.12,0.33,0.13,15.64,1.21,0.89,0.001,0.8,0.001,0.0,1.51,4.16,0.85,27.45,0.07,0.1,0.07,1
0.005,0.1,0.53,2.08,4.18,0.02,0.001,4.51,0.098,0.02,1.65,1.53,0.81,23.77,0.1,0.19,0.07,0
0.02,0.09,0.0,5.28,0.28,0.02,0.0,0.72,0.069,0.04,1.65,0.25,0.03,7.45,0.05,0.28,0.01,0
0.04,0.01,0.06,0.45,0.03,0.09,0.52,0.15,0.018,0.05,1.95,1.52,0.11,26.26,0.08,0.52,0.06,0
0.1,0.1,0.26,44.78,5.86,0.05,0.0,2.13,0.02,0.08,1.91,4.29,1.02,27.76,0.07,0.4,0.28,0
0.008,0.07,0.76,20.36,0.34,0.04,0.65,4.91,0.013,0.02,1.15,3.46,0.34,28.36,0.01,0.65,0.36,0
0.04,0.07,0.06,0.08,0.04,0.03,0.007,0.76,0.142,0.02,1.0,0.11,1.03,27.91,0.09,0.0,0.03,1
0.003,0.03,0.1,24.76,3.5,0.01,0.61,2.6,0.174,0.09,1.09,1.22,0.87,7.96,0.06,0.61,0.05,0
0.07,0.39,0.12,18.52,1.7,0.94,0.002,7.65,0.113,0.03,1.54,2.76,0.86,16.72,0.08,0.37,0.19,0
0.003,4.36,0.88,14.95,1.45,0.03,0.0,3.72,0.064,0.06,1.0,3.78,0.38,29.5,0.07,0.0,0.42,1
0.001,0.76,0.89,37.7,2.28,0.02,0.0,7.52,0.076,0.08,1.32,2.99,1.25,25.22,0.01,0.0,0.15,0
0.002,0.01,0.48,1.87,6.71,0.03,0.63,5.59,0.152,0.05,1.15,3.4,1.43,15.03,0.05,0.63,0.08,1
0.05,0.02,0.08,0.17,0.06,0.03,0.0,3.07,0.008,0.08,0.61,0.23,0.7,3.9,0.06,0.01,0.04,1
0.0,0.03,0.05,1.0,0.07,0.06,0.77,1.64,0.172,0.05,1.13,0.38,0.7,24.64,0.02,0.77,0.05,0
0.006,0.96,0.18,0.9,0.2,0.001,0.008,2.77,0.081,0.03,1.82,1.17,0.37,5.11,0.03,0.03,0.43,1
0.003,0.17,0.03,51.61,0.05,0.03,0.51,3.72,0.044,0.08,1.47,1.81,1.16,16.77,0.04,0.51,0.14,0
0.04,0.12,0.52,6.14,7.73,0.91,0.67,4.3,0.089,0.07,1.25,1.66,0.77,24.53,0.1,0.67,0.16,0
0.009,0.01,0.65,40.53,4.69,0.04,0.7,2.87,0.122,0.04,1.55,1.18,0.82,19.07,0.1,0.7,0.01,1
0.09,0.06,0.01,4.71,0.04,0.06,0.73,0.5,0.126,0.06,0.58,1.52,0.54,13.91,0.02,0.73,0.07,0
0.008,4.36,0.87,26.88,6.81,0.02,0.001,0.99,0.137,0.05,1.64,1.53,0.03,9.84,0.0,0.1,0.07,1
0.009,0.88,0.85,10.75,4.59,0.04,0.75,1.2,0.147,0.02,1.38,0.92,1.48,11.12,0.02,0.75,0.27,1
0.09,0.08,0.1,3.09,0.58,0.06,0.85,0.46,0.065,0.01,0.15,0.29,0.34,16.31,0.1,0.0,0.03,0
0.003,2.08,0.52,18.52,1.22,0.01,0.61,0.05,0.04,0.02,1.38,2.13,0.59,25.21,0.03,0.61,0.05,1
0.007,4.98,0.19,55.45,2.83,0.04,0.005,3.8,0.092,0.04,1.27,0.63,0.36,7.69,0.09,0.3,0.32,1
0.04,2.17,0.82,29.61,4.44,0.56,0.0,5.11,0.089,0.03,1.98,1.48,0.43,23.48,0.03,0.0,0.2,0
0.003,0.48,0.34,27.84,6.81,0.01,0.0,0.64,0.097,0.01,1.45,2.69,1.43,23.82,0.05,0.0,0.17,1
0.08,0.0,0.03,0.24,0.08,0.03,0.004,0.81,0.162,0.0,0.31,0.82,0.3,25.93,0.01,0.0,0.08,0
0.03,0.03,0.1,6.39,0.02,0.04,0.003,0.07,0.124,0.03,1.88,0.84,0.48,8.97,0.06,0.43,0.04,0
0.004,0.19,0.54,21.2,1.11,0.001,0.0,0.46,0.116,0.03,1.58,0.09,1.33,22.84,0.03,0.0,0.0,1
0.04,0.01,0.3,47.98,7.77,0.71,0.79,7.79,0.199,0.03,2.0,2.92,0.9,21.89,0.09,0.79,0.1,0
0.08,0.08,0.03,0.1,0.02,0.03,0.0,7.93,0.05,0.01,1.44,0.65,0.91,0.17,0.09,0.0,0.05,0
0.02,0.09,0.1,4.52,0.21,0.05,0.0,3.07,0.113,0.08,1.14,0.01,0.79,16.91,0.0,0.0,0.08,0
0.02,4.32,0.21,36.96,6.67,0.28,0.007,5.87,0.145,0.07,1.72,3.14,0.82,5.29,0.02,0.01,0.21,0
0.006,0.8,0.53,38.71,5.43,0.03,0.0,6.67,0.042,0.04,1.96,2.75,0.02,3.56,0.09,0.0,0.27,1
0.002,0.6,0.64,31.6,0.88,0.001,0.77,2.75,0.09,0.08,1.68,3.53,0.83,2.21,0.09,0.77,0.24,1
0.001,0.72,0.07,30.21,3.23,0.01,0.005,6.62,0.016,0.04,1.39,3.49,1.29,9.47,0.01,0.39,0.43,1
0.001,0.9,0.15,25.15,4.95,0.05,0.87,7.35,0.047,0.08,1.21,3.58,1.39,5.48,0.09,0.87,0.44,1
0.03,0.05,0.02,0.37,0.0,0.03,0.003,0.21,0.13,0.06,0.96,0.16,1.19,0.13,0.07,0.0,0.06,1
0.1,0.24,0.05,14.52,7.89,0.31,0.61,0.53,0.164,0.01,1.56,2.56,1.19,5.0,0.0,0.0,0.06,1
0.06,0.06,0.08,0.17,0.0,0.07,0.73,0.08,0.164,0.02,0.72,0.52,1.36,11.66,0.06,0.0,0.03,0
0.07,0.01,0.0,1.41,0.16,0.04,0.004,0.92,0.086,0.06,1.07,0.13,0.14,11.97,0.01,0.06,0.07,0
0.001,2.97,0.69,33.87,0.64,0.03,0.003,4.25,0.197,0.01,1.09,1.86,0.8,8.37,0.05,0.1,0.22,1
0.006,0.22,0.06,42.85,5.25,0.05,0.51,4.23,0.13,0.01,1.31,3.29,0.9,9.72,0.0,0.51,0.03,1
0.002,4.75,0.52,54.15,1.28,0.02,0.64,6.46,0.032,0.06,1.74,3.18,0.86,15.62,0.03,0.64,0.35,0
0.007,0.31,0.14,32.32,2.94,0.01,0.89,6.42,0.052,0.08,1.76,1.54,0.16,0.9,0.03,0.89,0.33,1
0.08,0.1,0.03,0.04,0.05,0.01,0.003,1.3,0.078,0.01,1.27,0.25,0.99,13.23,0.07,0.05,0.07,0
0.07,0.01,0.07,6.53,0.31,0.1,0.007,0.27,0.109,0.05,0.57,0.77,1.0,21.07,0.04,0.0,0.1,0
0.03,0.06,0.02,10.03,0.14,0.1,0.0,6.28,0.007,0.08,1.46,2.41,1.05,0.37,0.01,0.0,0.01,0
0.05,0.19,0.37,6.88,6.26,0.09,0.73,3.83,0.001,0.07,2.09,3.94,0.61,-0.03,0.06,0.73,0.33,0
0.001,0.09,0.12,34.64,3.74,0.02,0.8,0.9,0.114,0.06,1.18,0.55,0.43,10.67,0.02,0.8,0.16,0
0.008,3.13,0.32,15.09,6.25,0.02,0.0,4.94,0.03,0.09,1.8,1.8,0.53,28.98,0.01,0.0,0.39,1
0.03,1.21,0.76,50.63,1.25,0.57,0.92,7.42,0.105,0.04,1.81,1.41,0.26,19.47,0.01,0.92,0.33,0
0.002,4.49,0.29,45.28,7.43,0.01,0.54,0.8,0.141,0.03,1.64,3.28,0.47,3.08,0.04,0.54,0.4,1
0.04,0.04,0.02,1.4,0.59,0.06,0.004,0.03,0.093,0.05,1.0,0.28,0.82,6.2,0.03,0.29,0.03,0
0.06,0.1,0.07,4.54,0.09,0.03,0.008,0.77,0.155,0.02,0.96,1.95,0.14,3.49,0.02,0.44,0.01,0
0.008,2.89,0.54,17.54,5.99,0.05,0.009,4.33,0.126,0.02,1.82,3.77,0.54,18.82,0.1,0.2,0.05,1
0.07,4.09,0.01,33.59,1.62,0.66,0.72,2.06,0.034,0.06,1.61,0.92,0.26,17.45,0.04,0.0,0.07,0
0.007,2.68,0.69,28.47,2.89,0.02,0.67,7.28,0.18,0.01,1.65,1.32,0.87,9.61,0.07,0.67,0.12,1
0.006,2.01,0.33,3.17,6.42,0.01,0.76,5.31,0.168,0.0,1.01,2.17,1.01,15.1,0.07,0.76,0.32,1
0.03,0.07,0.08,1.36,0.12,0.1,0.007,0.18,0.146,0.01,0.1,1.13,0.52,13.86,0.07,0.0,0.06,1
0.008,2.24,0.13,30.09,5.12,0.03,0.78,4.05,0.163,0.08,1.75,1.1,0.76,21.76,0.03,0.78,0.12,1
0.009,0.08,0.4,13.09,3.47,0.05,0.95,6.07,0.025,0.08,1.76,2.69,1.4,2.1,0.04,0.95,0.19,0
0.007,0.15,0.42,26.43,6.9,0.01,0.0,2.83,0.093,0.03,1.16,2.56,1.31,2.61,0.07,0.0,0.3,1
0.06,0.06,0.07,0.11,0.05,0.07,0.0,1.55,0.046,0.0,1.96,0.71,0.69,21.96,0.01,0.0,0.07,0
0.003,0.84,0.72,40.52,4.62,0.03,0.005,2.41,0.078,0.04,1.91,1.89,0.04,2.8,0.08,0.08,0.04,1
0.003,2.5,0.08,22.13,0.51,0.03,0.0,4.07,0.037,0.06,1.21,3.44,0.39,9.49,0.02,0.0,0.41,1
0.001,0.34,0.05,38.2,7.43,0.02,0.61,0.53,0.164,0.01,1.16,1.79,1.19,5.1,0.0,0.61,0.06,1
0.02,0.03,0.1,16.05,2.23,0.79,0.002,0.1,0.001,0.01,1.99,3.41,0.74,23.9,0.07,0.32,0.09,1
0.006,0.23,0.27,35.48,0.59,0.01,0.003,7.88,0.064,0.01,1.99,2.96,0.06,29.2,0.06,0.42,0.05,0
0.03,0.09,0.05,5.79,0.41,0.1,0.0,7.38,0.088,0.06,1.17,0.45,1.31,10.1,0.1,0.0,0.04,0
0.13,0.04,0.24,32.69,4.58,0.48,0.002,3.65,0.124,0.02,1.3,1.72,0.64,0.88,0.05,0.1,0.37,0
0.02,0.02,0.06,2.41,0.18,0.08,0.52,2.13,0.19,0.06,1.54,0.83,0.05,0.9,0.05,0.52,0.08,0
0.006,1.06,0.36,2.16,0.23,0.001,0.006,7.47,0.195,0.08,1.15,2.43,0.23,20.37,0.09,0.42,0.49,1
0.03,0.03,0.04,0.09,0.03,0.01,0.009,1.12,0.169,0.03,0.44,0.66,0.05,1.63,0.09,0.0,0.02,0
0.0,0.07,0.04,10.68,0.67,0.05,0.99,3.08,0.096,0.03,1.77,0.92,0.17,2.46,0.08,0.99,0.1,0
0.03,0.08,0.07,0.07,0.28,0.07,0.97,0.43,0.17,0.08,1.07,0.86,0.13,3.48,0.06,0.97,0.1,0
0.0,0.03,0.04,0.12,0.23,0.09,0.006,0.53,0.123,0.03,0.57,0.14,0.66,9.83,0.04,0.0,0.02,1
0.005,1.98,0.79,47.78,3.62,0.001,0.92,4.38,0.112,0.05,1.6,3.69,0.62,1.5,0.05,0.92,0.29,1
0.01,0.1,0.03,0.18,0.05,0.04,0.83,0.62,0.166,0.02,1.77,0.88,0.93,15.9,0.08,0.83,0.09,0
0.04,0.04,0.01,3.13,0.45,0.08,0.0,3.51,0.004,0.02,0.14,0.36,1.5,19.77,0.09,0.0,0.09,1
0.06,0.06,0.09,10.85,0.1,0.1,0.004,0.99,0.034,0.02,0.88,0.07,0.85,22.77,0.09,0.0,0.02,1
0.09,4.6,0.34,40.7,5.93,0.6,0.81,4.88,0.075,0.01,1.15,4.04,1.18,29.04,0.08,0.81,0.04,1
0.005,3.36,0.7,14.49,1.74,0.02,0.87,3.54,0.106,0.07,1.12,0.86,0.7,20.61,0.02,0.87,0.47,1
0.002,1.09,0.25,41.01,3.03,0.02,0.004,2.82,0.082,0.01,1.58,3.01,0.76,2.07,0.02,0.15,0.45,1
0.006,3.03,0.61,31.57,6.25,0.05,0.51,6.36,0.086,0.08,1.17,0.65,0.76,9.19,0.02,0.51,0.17,1
0.002,0.23,0.47,28.03,0.68,0.001,0.001,0.92,0.166,0.08,1.2,3.5,1.33,23.16,0.07,0.05,0.03,1
0.07,0.1,0.07,4.18,0.15,0.0,0.001,0.12,0.151,0.02,1.2,0.54,0.33,7.01,0.1,0.23,0.09,0
0.07,0.1,0.06,0.82,0.46,0.08,0.0,7.51,0.058,0.09,1.0,2.85,0.11,0.83,0.0,0.0,0.05,0
0.04,0.05,0.84,35.54,4.55,0.24,0.008,4.14,0.045,0.01,1.96,2.06,1.01,18.97,0.01,0.19,0.02,1
0.09,1.2,0.81,33.2,2.14,0.06,0.0,4.48,0.003,0.02,1.47,2.97,0.73,19.96,0.03,0.0,0.38,0
0.001,3.97,0.43,53.36,3.41,0.001,0.001,2.61,0.151,0.02,1.8,2.26,0.33,7.47,0.1,0.23,0.38,1
0.0,0.08,0.06,3.46,0.1,0.02,0.99,3.57,0.005,0.06,1.51,0.84,0.63,29.12,0.0,0.99,0.09,0
0.008,3.29,0.56,24.98,3.95,0.05,0.75,1.78,0.085,0.01,1.33,2.89,1.09,24.1,0.05,0.75,0.42,1
0.11,0.01,0.12,11.89,1.42,1.0,0.009,1.2,0.001,0.07,1.71,4.33,1.04,26.69,0.02,0.29,0.4,0
0.0,0.04,0.02,0.14,0.03,0.04,0.58,0.37,0.113,0.0,0.39,0.38,0.33,1.43,0.02,0.0,0.04,0
0.003,3.37,0.84,23.6,2.9,0.04,0.003,0.37,0.082,0.08,1.73,1.86,1.2,1.07,0.02,0.32,0.46,1
0.06,0.02,0.06,3.88,0.49,0.08,0.005,4.56,0.006,0.03,0.32,0.13,0.62,5.58,0.02,0.0,0.02,1
0.09,0.19,0.54,11.32,1.29,0.1,0.55,0.46,0.116,0.03,1.68,0.18,1.33,22.74,0.03,0.55,0.0,1
0.003,3.83,0.13,33.89,7.12,0.01,0.61,3.07,0.038,0.03,1.88,2.57,0.78,16.01,0.09,0.61,0.11,1
0.002,0.01,0.75,42.42,3.82,0.04,0.008,5.34,0.04,0.06,1.65,3.38,0.18,7.23,0.04,0.49,0.03,0
0.008,0.52,0.11,6.7,7.18,0.001,0.0,5.65,0.076,0.05,1.32,2.15,1.05,0.4,0.07,0.0,0.38,1
0.02,0.06,0.01,3.78,0.04,0.04,0.73,3.58,0.086,0.03,0.65,0.98,1.3,29.36,0.07,0.0,0.02,0
0.006,4.32,0.65,4.4,6.25,0.01,0.0,3.49,0.191,0.02,1.68,0.55,0.86,4.93,0.0,0.0,0.43,1
0.07,0.03,0.09,2.74,0.11,0.04,0.79,0.19,0.085,0.08,1.47,0.78,0.37,23.31,0.06,0.79,0.05,0
0.03,0.08,0.09,2.28,0.04,0.01,0.0,0.93,0.103,0.03,2.04,0.9,1.21,9.06,0.07,0.0,0.06,0
0.08,0.02,0.06,10.86,0.07,0.06,0.67,0.78,0.182,0.0,0.95,1.49,1.0,24.68,0.07,0.0,0.02,0
0.06,0.03,0.08,1.74,0.04,0.05,0.002,2.4,0.11,0.0,1.28,0.33,0.53,1.93,0.04,0.0,0.04,0
0.04,0.1,0.05,0.31,0.02,0.0,0.65,0.81,0.168,0.01,1.16,2.5,0.32,8.65,0.09,0.65,0.1,0
0.007,0.16,0.2,48.37,0.21,0.04,0.61,3.55,0.127,0.03,1.77,3.58,0.24,11.06,0.07,0.61,0.04,1
0.003,4.0,0.47,40.62,0.73,0.02,0.95,0.88,0.148,0.09,1.1,3.4,0.65,5.65,0.0,0.95,0.29,1
0.01,0.06,0.02,0.44,0.21,0.04,0.003,0.23,0.146,0.05,0.44,1.33,0.34,19.84,0.09,0.0,0.01,1
0.05,0.04,0.69,27.38,2.77,0.39,0.001,2.41,0.117,0.02,1.4,0.3,0.61,24.23,0.02,0.13,0.06,1
0.09,0.08,0.63,56.66,7.11,0.49,0.006,4.28,0.18,0.07,1.55,3.12,0.5,26.12,0.08,0.09,0.03,0
0.04,4.35,0.28,10.98,4.21,0.2,0.0,4.05,0.059,0.05,1.28,3.35,0.79,1.93,0.06,0.0,0.24,0
0.008,1.88,0.42,22.12,0.05,0.02,0.91,1.97,0.103,0.05,1.95,2.78,0.09,19.26,0.03,0.91,0.06,1
0.08,0.03,0.05,0.22,0.04,0.02,0.004,0.19,0.05,0.04,0.27,1.22,1.41,13.58,0.03,0.0,0.09,1
0.002,2.47,0.45,22.35,2.52,0.04,0.68,3.8,0.136,0.02,1.2,1.28,1.14,29.2,0.04,0.68,0.11,1
0.008,2.41,0.73,1.88,6.26,0.03,0.0,3.24,0.183,0.07,1.95,3.56,0.27,23.26,0.06,0.0,0.09,1
0.03,0.07,0.03,7.29,0.07,0.05,0.77,0.32,0.174,0.09,0.85,1.03,1.14,4.9,0.04,0.77,0.06,0
0.005,0.68,0.04,13.93,3.83,0.03,0.0,6.59,0.161,0.04,1.27,3.45,1.36,28.29,0.06,0.0,0.11,1
0.009,3.61,0.38,3.13,6.53,0.02,0.007,2.22,0.105,0.02,1.67,2.11,1.26,18.91,0.08,0.38,0.46,1
0.04,0.1,0.07,3.72,0.07,0.06,0.6,0.05,0.061,0.03,1.16,0.66,1.24,9.43,0.06,0.6,0.0,0
0.006,3.94,0.09,20.38,5.61,0.05,0.0,7.51,0.058,0.09,1.77,2.22,0.11,4.48,0.0,0.0,0.19,1
0.006,2.78,0.33,28.44,1.09,0.04,0.001,2.54,0.114,0.09,1.84,2.44,1.49,0.51,0.04,0.15,0.5,1
0.0,0.01,0.09,1.63,0.28,0.04,0.005,1.46,0.053,0.05,1.65,0.87,0.78,1.37,0.01,0.22,0.09,0
0.04,0.03,0.04,1.1,0.01,0.09,0.62,0.74,0.103,0.0,0.29,0.09,1.32,7.9,0.06,0.0,0.01,0
0.0,0.1,0.06,7.61,0.09,0.08,0.0,2.43,0.104,0.05,1.89,1.51,0.8,10.41,0.09,0.0,0.09,0
0.1,0.99,0.56,13.21,1.16,0.79,0.006,4.28,0.132,0.02,1.75,4.07,0.99,9.24,0.02,0.43,0.05,1
0.007,0.09,0.76,11.2,1.77,0.01,0.96,2.18,0.119,0.02,1.98,1.07,1.07,18.64,0.02,0.96,0.15,0
0.04,0.05,0.08,5.0,0.1,0.02,0.7,0.15,0.041,0.07,0.33,1.72,0.91,1.18,0.02,0.0,0.0,0
0.04,0.09,0.07,3.7,0.24,0.07,0.75,0.96,0.092,0.07,1.66,0.69,1.18,9.73,0.07,0.75,0.02,0
0.01,0.04,0.04,6.93,0.39,0.09,0.0,7.18,0.068,0.03,1.53,0.58,1.31,3.44,0.08,0.13,0.07,0
0.06,0.09,0.01,1.5,0.06,0.04,0.85,0.87,0.192,0.09,1.37,1.3,1.32,25.82,0.09,0.85,0.03,0
0.03,0.04,0.05,2.78,0.38,0.04,0.007,2.34,0.03,0.09,0.97,0.8,0.53,28.34,0.01,0.0,0.06,0
0.005,4.91,0.84,6.87,5.22,0.04,0.006,5.77,0.12,0.07,1.3,0.13,0.97,18.02,0.01,0.23,0.03,1
0.11,2.03,0.77,25.24,4.65,0.89,0.59,4.83,0.178,0.02,1.45,2.66,0.4,28.45,0.02,0.59,0.1,1
0.05,3.61,0.08,24.15,4.8,0.24,0.001,2.73,0.067,0.0,1.69,1.32,0.03,21.65,0.03,0.17,0.19,0
0.06,0.1,0.08,6.54,0.19,0.1,0.77,0.73,0.11,0.04,1.23,0.01,0.69,29.71,0.06,0.77,0.08,0
0.07,0.1,0.01,3.6,0.38,0.03,0.97,0.72,0.007,0.08,1.3,2.11,1.05,0.75,0.01,0.97,0.08,0
0.003,1.86,0.35,12.17,4.14,0.03,0.0,7.8,0.097,0.01,1.16,1.64,1.47,2.06,0.01,0.0,0.11,1
0.001,0.06,0.46,14.55,2.52,0.05,0.008,0.68,0.17,0.02,1.51,1.87,0.66,22.29,0.02,0.09,0.09,1
0.008,0.32,0.76,20.36,0.34,0.04,0.0,4.91,0.013,0.02,1.15,3.46,0.34,28.36,0.01,0.0,0.36,1
0.008,0.36,0.33,22.59,2.96,0.03,0.0,2.17,0.028,0.09,1.56,1.96,0.72,11.11,0.01,0.0,0.2,1
0.03,1.78,0.07,19.67,4.04,0.87,0.0,3.75,0.124,0.02,1.43,3.93,0.17,12.22,0.07,0.0,0.32,0
0.1,0.1,0.06,3.23,0.29,0.03,0.001,0.49,0.079,0.03,1.09,0.06,1.04,27.37,0.01,0.49,0.07,0
0.08,0.05,0.1,0.01,0.48,0.07,0.0,0.0,0.034,0.0,0.0,0.91,1.32,10.19,0.02,0.0,0.02,1
0.004,4.1,0.11,18.38,2.51,0.01,0.0,5.37,0.046,0.0,1.37,3.59,1.31,6.26,0.02,0.0,0.21,1
0.005,2.54,0.26,39.38,1.18,0.03,0.0,7.7,0.088,0.02,1.39,3.22,0.72,0.09,0.03,0.0,0.34,1
0.03,0.05,0.02,2.08,0.07,0.06,0.005,1.8,0.066,0.02,0.9,0.4,0.81,29.28,0.07,0.0,0.09,1
0.07,0.02,0.04,4.64,0.03,0.09,0.0,0.84,0.159,0.03,1.0,0.67,0.53,4.34,0.02,0.0,0.03,1
0.08,0.05,0.07,3.22,0.21,0.06,0.005,0.06,0.033,0.02,1.55,1.67,1.38,10.78,0.09,0.26,0.01,0
0.004,3.02,0.29,8.33,3.4,0.001,0.53,6.53,0.175,0.02,1.09,3.76,0.32,8.17,0.01,0.53,0.32,1
0.04,0.04,0.03,0.34,0.08,0.06,0.0,2.16,0.151,0.05,1.0,0.49,0.49,10.84,0.06,0.0,0.03,1
0.05,0.04,0.03,1.17,0.09,0.04,0.7,1.8,0.129,0.07,1.81,2.77,1.25,12.61,0.03,0.7,0.08,0
0.006,0.97,0.1,0.48,2.16,0.03,0.002,0.1,0.048,0.01,1.96,2.45,0.74,24.0,0.07,0.32,0.09,1
0.05,0.09,0.0,7.09,0.02,0.01,0.77,0.09,0.042,0.06,1.32,0.89,0.07,23.55,0.05,0.77,0.01,0
0.006,1.13,0.66,30.52,7.43,0.02,0.0,0.24,0.166,0.05,1.03,1.05,0.27,12.27,0.0,0.0,0.06,1
0.03,0.05,0.43,39.67,4.62,0.19,0.002,0.02,0.155,0.01,1.26,3.45,0.07,5.34,0.07,0.29,0.05,1
0.001,1.92,0.02,26.22,1.19,0.03,0.83,4.18,0.079,0.08,1.58,1.69,0.33,14.94,0.08,0.83,0.18,1
0.11,0.01,0.45,32.55,1.81,0.29,0.008,4.86,0.197,0.06,2.16,1.53,0.45,15.07,0.05,0.3,0.04,0
0.01,0.08,0.04,3.62,0.04,0.02,0.001,0.06,0.166,0.08,0.03,2.12,1.33,22.42,0.07,0.05,0.06,0
0.05,0.05,0.0,2.14,0.26,0.03,0.5,0.12,0.096,0.01,1.43,1.73,0.56,9.19,0.1,0.5,0.07,0
0.002,0.15,0.52,7.96,7.07,0.03,0.001,2.36,0.021,0.01,1.27,0.74,0.96,27.45,0.01,0.25,0.43,1
0.06,0.09,0.08,5.04,0.03,0.05,0.82,2.01,0.197,0.01,0.51,0.48,0.75,23.64,0.08,0.0,0.07,0
0.06,0.03,0.09,11.23,0.25,0.03,0.004,0.6,0.105,0.08,0.9,0.04,0.46,2.45,0.09,0.0,0.03,1
0.05,0.07,0.45,44.22,4.53,0.38,0.97,6.28,0.001,0.08,1.45,3.73,1.05,1.44,0.01,0.97,0.42,0
0.04,0.02,0.23,28.51,6.26,0.56,0.008,2.08,0.001,0.0,1.61,4.43,1.38,21.87,0.04,0.13,0.08,1
0.01,0.06,0.07,40.8,3.3,0.59,0.005,6.62,0.016,0.04,1.43,4.29,1.29,9.37,0.01,0.39,0.43,0
0.03,0.01,0.25,55.87,0.62,0.6,0.56,0.98,0.026,0.08,1.88,3.25,1.29,1.62,0.02,0.56,0.21,0
0.007,4.82,0.08,1.49,2.98,0.001,0.89,3.44,0.041,0.02,1.61,2.52,0.14,20.75,0.01,0.89,0.22,1
0.003,2.26,0.65,31.36,0.19,0.02,0.005,0.06,0.106,0.05,1.22,3.51,0.21,4.74,0.06,0.33,0.04,1
0.008,1.87,0.52,20.32,2.86,0.05,0.77,2.21,0.012,0.04,1.55,3.74,0.51,6.1,0.02,0.77,0.48,1
0.005,1.03,0.62,19.33,2.5,0.01,0.62,4.62,0.106,0.07,1.09,1.79,0.15,16.96,0.02,0.62,0.41,1
0.07,0.06,0.09,3.44,0.18,0.09,0.51,2.98,0.198,0.03,0.62,0.4,0.94,18.53,0.08,0.51,0.01,0
0.005,0.17,0.04,10.82,4.6,0.05,0.96,7.74,0.04,0.07,1.27,0.46,1.28,4.82,0.09,0.96,0.4,0
0.1,0.08,0.01,9.23,0.03,0.03,0.004,1.57,0.181,0.01,1.86,0.11,0.98,15.87,0.07,0.28,0.05,0
0.005,1.9,0.22,13.86,5.23,0.04,0.006,3.74,0.075,0.01,1.36,3.4,0.07,28.85,0.06,0.12,0.27,1
0.006,0.77,0.04,30.41,4.5,0.05,0.0,4.34,0.015,0.0,1.69,3.45,1.01,12.4,0.01,0.42,0.35,1
