aluminium,ammonia,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium,is_safe
2.75,3.82,0.03,1.69,0.004,6.12,0.89,0.81,1.43,0.0,0.0,0.037,4.41,1.26,0.003,12.21,2.69,0.09,0.49,0.0,1
0.09,2.1,0.09,1.68,0.01,0.28,0.06,0.28,1.25,0.06,0.005,0.048,0.65,0.38,0.008,0.14,0.41,0.08,0.02,0.03,1
4.81,20.5,0.77,2.07,0.07,6.53,0.58,0.11,1.22,0.52,0.52,0.176,3.84,1.85,0.006,39.46,0.82,0.01,0.47,0.08,0
1.08,14.67,0.02,0.35,0.001,2.41,0.54,1.28,0.87,0.9,0.9,0.024,13.82,1.29,0.008,7.3,2.55,0.06,0.17,0.02,1
2.03,28.45,0.89,2.66,0.11,4.65,0.77,1.84,0.4,0.59,0.59,0.178,5.86,1.45,0.004,25.24,4.83,0.02,0.1,0.02,1
0.01,25.72,0.03,3.47,0.004,6.58,0.89,1.62,1.27,0.0,0.001,0.117,12.88,1.0,0.005,21.68,4.06,0.1,0.33,0.03,0
1.87,6.1,0.05,3.74,0.008,2.86,0.52,1.03,0.51,0.77,0.77,0.012,1.11,1.55,0.008,20.32,2.21,0.02,0.48,0.04,1
0.06,28.88,0.04,0.39,0.05,0.01,0.04,0.08,0.28,0.0,0.001,0.059,9.91,0.89,0.006,0.38,0.15,0.06,0.02,0.08,1
0.08,14.82,0.01,0.77,0.1,0.04,0.01,1.46,0.45,0.3,0.008,0.197,15.13,1.9,0.001,0.18,2.65,0.05,0.06,0.06,0
4.27,5.39,0.04,2.91,0.006,6.5,0.21,1.54,0.82,0.0,0.0,0.145,7.01,1.57,0.003,14.92,5.87,0.02,0.21,0.07,1
0.25,2.5,0.03,3.15,0.006,3.25,0.86,1.79,0.59,0.25,0.008,0.03,12.8,1.68,0.006,19.09,4.23,0.08,0.39,0.04,0
2.2,8.07,0.04,1.37,0.006,0.76,0.85,0.39,1.47,0.58,0.58,0.154,2.3,1.79,0.002,25.43,0.59,0.0,0.33,0.04,1
0.02,0.94,0.06,0.99,0.09,0.09,0.03,0.5,0.85,0.44,0.004,0.034,4.09,1.63,0.007,1.75,0.82,0.09,0.01,0.02,0
2.3,7.7,0.84,1.64,0.04,1.85,0.16,0.99,0.08,0.52,0.52,0.022,12.85,2.42,0.009,16.57,5.84,0.05,0.41,0.07,0
2.32,2.1,0.05,2.69,0.009,3.47,0.4,1.71,1.4,0.95,0.95,0.025,9.35,1.76,0.007,13.09,6.07,0.04,0.19,0.08,1
0.07,7.81,0.08,0.34,0.05,0.05,0.0,1.97,0.08,0.69,0.69,0.184,7.97,0.94,0.003,9.67,3.62,0.01,0.06,0.07,0
3.81,11.11,0.001,2.17,0.005,6.03,0.45,0.22,0.79,0.59,0.59,0.119,14.08,1.38,0.001,25.55,6.14,0.08,0.4,0.05,1
0.09,15.84,0.02,0.06,0.001,5.29,0.47,1.08,1.43,0.89,0.89,0.08,1.91,1.2,0.008,0.18,6.89,0.06,0.12,0.08,0
1.92,23.86,0.05,0.39,0.008,1.58,0.42,1.56,1.07,0.19,0.0,0.103,2.06,1.7,0.008,24.53,2.88,0.03,0.46,0.0,1
1.12,9.92,0.01,1.98,0.003,3.08,0.66,1.26,1.33,0.34,0.006,0.164,2.65,1.74,0.0,16.0,1.18,0.01,0.42,0.01,1
1.74,22.7,0.16,2.13,0.12,5.89,0.78,1.53,0.87,0.0,0.0,0.079,9.2,1.31,0.007,20.46,7.77,0.06,0.11,0.05,0
3.56,21.75,0.04,1.29,0.007,4.49,0.08,1.65,0.03,0.0,0.0,0.067,5.56,1.64,0.001,7.0,2.73,0.03,0.19,0.0,1
0.12,24.53,0.91,1.66,0.04,7.73,0.52,1.83,0.77,0.67,0.67,0.089,11.55,1.25,0.001,6.14,4.3,0.1,0.16,0.07,0
2.14,12.66,0.04,0.48,0.008,7.96,0.76,0.7,0.52,0.59,0.59,0.152,14.44,1.12,0.004,30.25,0.51,0.03,0.35,0.07,1
3.85,16.61,0.03,2.75,0.001,4.85,0.82,0.27,0.41,0.67,0.67,0.067,18.84,1.55,0.001,7.88,0.14,0.04,0.49,0.07,1
0.13,6.05,0.04,2.0,0.005,6.85,0.4,1.64,0.29,0.31,0.005,0.177,14.61,1.61,0.005,34.7,2.18,0.05,0.19,0.04,0
4.76,23.47,0.03,3.01,0.005,7.72,0.04,1.97,0.12,0.0,0.0,0.121,10.85,1.09,0.002,16.15,5.97,0.08,0.2,0.01,1
4.2,18.97,0.8,2.53,0.12,4.64,0.84,0.85,1.01,0.0,0.0,0.045,2.8,1.36,0.005,36.11,4.14,0.01,0.02,0.01,1
0.08,23.62,0.06,1.16,0.02,0.4,0.06,1.53,0.33,0.8,0.8,0.164,6.92,1.53,0.006,0.35,0.88,0.05,0.01,0.06,0
0.02,12.22,0.01,0.13,0.0,0.43,0.08,0.25,0.41,0.0,0.0,0.158,17.93,1.2,0.005,8.59,1.09,0.03,0.09,0.04,0
0.1,15.74,0.2,0.72,0.03,5.65,0.47,1.08,1.43,0.89,0.89,0.08,2.34,1.52,0.008,19.87,6.89,0.06,0.12,0.08,0
0.08,26.12,0.49,3.12,0.09,7.11,0.63,1.65,0.5,0.09,0.006,0.18,4.51,1.55,0.001,56.66,4.28,0.08,0.03,0.07,0
0.07,6.16,0.38,4.09,0.02,2.9,0.11,0.01,1.31,0.15,0.009,0.001,5.25,1.56,0.008,18.0,5.37,0.02,0.21,0.0,0
0.04,6.17,0.09,0.06,0.04,0.34,0.06,0.5,1.34,0.0,0.003,0.095,2.44,0.45,0.001,3.82,4.64,0.01,0.04,0.07,1
0.01,17.88,0.02,1.99,0.008,2.88,0.82,1.54,0.05,0.45,0.009,0.111,15.01,1.07,0.006,49.56,4.35,0.05,0.38,0.03,0
0.04,7.9,0.06,0.97,0.07,0.56,0.07,0.65,0.9,0.58,0.58,0.093,10.16,1.21,0.003,1.2,0.75,0.05,0.08,0.05,0
0.18,10.29,0.02,0.92,0.005,4.05,0.87,0.19,1.18,0.71,0.71,0.162,6.82,1.35,0.001,24.25,0.62,0.07,0.06,0.03,1
0.08,0.74,0.09,0.45,0.1,0.0,0.07,0.62,0.88,0.25,0.002,0.167,9.3,1.81,0.008,0.3,2.98,0.1,0.1,0.04,0
0.34,13.64,0.16,0.61,0.02,3.17,0.11,1.14,0.36,0.0,0.0,0.071,19.29,2.01,0.004,17.27,2.18,0.04,0.01,0.02,1
0.24,21.63,0.02,1.87,0.003,0.45,0.57,0.75,1.25,0.28,0.002,0.083,15.32,1.01,0.005,13.3,4.32,0.05,0.29,0.04,1
2.94,11.86,0.03,2.65,0.001,2.21,0.57,1.81,0.38,0.09,0.006,0.083,7.66,1.56,0.007,27.88,6.11,0.05,0.24,0.0,1
2.17,23.48,0.56,1.48,0.04,4.44,0.82,1.57,0.43,0.0,0.0,0.089,15.44,1.98,0.005,29.61,5.11,0.03,0.2,0.03,0
2.21,29.72,0.02,1.4,0.008,3.71,0.47,1.16,1.06,0.82,0.82,0.12,6.63,1.57,0.001,4.28,7.9,0.04,0.5,0.04,1
0.04,17.44,0.02,0.04,0.03,0.08,0.04,0.09,0.72,0.0,0.007,0.02,0.29,0.29,0.01,6.92,0.48,0.06,0.07,0.02,1
0.01,8.17,0.001,3.76,0.004,3.4,0.29,1.28,0.32,0.53,0.53,0.175,0.8,1.09,0.007,8.33,6.53,0.01,0.32,0.02,0
1.32,3.91,0.01,3.06,0.009,5.06,0.84,1.15,1.03,0.0,0.0,0.145,5.04,1.14,0.002,46.47,0.53,0.05,0.13,0.03,1
0.09,10.79,0.07,0.77,0.09,0.18,0.03,1.89,1.38,0.89,0.89,0.033,14.52,0.22,0.009,0.38,2.05,0.0,0.04,0.02,0
0.05,12.39,0.06,0.41,0.06,0.54,0.07,0.23,0.21,0.54,0.54,0.097,17.64,1.56,0.009,3.0,0.5,0.05,0.01,0.05,0
4.2,6.7,0.03,2.83,0.004,2.32,0.25,1.52,0.53,0.0,0.0,0.188,5.05,1.58,0.009,16.41,7.9,0.07,0.13,0.08,1
0.02,21.87,0.56,4.43,0.04,6.26,0.23,0.02,1.38,0.13,0.008,0.001,6.04,1.61,0.003,28.51,2.08,0.04,0.08,0.0,1
0.06,18.94,0.04,0.23,0.0,0.08,0.09,0.04,0.69,0.0,0.77,0.052,9.46,0.58,0.002,2.55,3.22,0.01,0.05,0.04,0
0.01,8.13,0.01,0.23,0.09,0.05,0.06,0.09,0.48,0.0,0.003,0.124,1.67,0.72,0.003,3.4,0.36,0.06,0.07,0.03,1
0.06,21.58,0.04,0.02,0.08,0.15,0.09,0.04,0.66,0.09,0.008,0.17,16.17,0.95,0.006,2.8,0.79,0.02,0.06,0.02,0
2.17,22.04,0.05,3.98,0.003,4.27,0.38,0.16,0.12,0.0,0.0,0.026,4.85,1.85,0.007,16.62,7.46,0.07,0.3,0.0,1
1.91,21.91,0.04,2.24,0.008,3.93,0.69,1.08,1.18,0.55,0.55,0.105,3.18,1.06,0.006,49.97,4.88,0.08,0.29,0.06,0
0.5,9.32,0.03,2.99,0.004,3.57,0.85,1.01,0.68,0.11,0.006,0.127,15.08,1.36,0.006,21.89,2.24,0.0,0.12,0.01,1
0.03,22.52,0.03,0.45,0.05,0.18,0.06,0.06,1.46,0.0,0.84,0.136,16.56,0.19,0.007,8.75,2.03,0.06,0.03,0.08,0
5.03,26.11,0.06,1.09,0.04,6.07,0.73,0.87,0.29,0.0,0.58,0.195,8.77,2.11,0.007,1.42,7.52,0.06,0.26,0.02,0
3.93,27.3,0.04,0.64,0.001,7.93,0.83,1.63,0.67,0.4,0.008,0.143,6.14,1.29,0.008,1.05,4.45,0.02,0.17,0.03,1
3.95,3.2,0.04,0.73,0.007,7.17,0.01,0.7,1.43,0.35,0.004,0.188,9.23,1.84,0.002,2.43,5.26,0.06,0.47,0.03,1
0.06,24.81,0.1,0.14,0.09,0.07,0.05,0.4,0.59,0.61,0.61,0.04,18.49,1.38,0.01,1.4,0.64,0.03,0.03,0.02,0
0.1,10.19,0.24,1.56,0.13,4.09,0.87,0.19,1.18,0.71,0.71,0.162,7.4,2.24,0.001,18.12,0.62,0.07,0.06,0.03,1
3.06,1.84,0.35,1.16,0.06,4.83,0.04,0.65,0.2,0.0,0.005,0.013,17.09,1.92,0.003,24.79,3.1,0.01,0.01,0.01,1
4.81,26.64,0.02,2.29,0.005,0.7,0.17,1.57,0.11,0.0,0.0,0.018,7.49,1.95,0.001,2.72,0.35,0.08,0.22,0.05,1
0.06,5.43,0.02,0.24,0.03,0.43,0.02,0.65,1.5,0.79,0.79,0.118,11.34,1.97,0.002,7.42,1.82,0.01,0.07,0.06,0
4.93,6.05,0.04,2.0,0.005,6.85,0.4,1.64,0.29,0.31,0.005,0.177,14.61,1.61,0.005,34.7,2.18,0.05,0.19,0.04,1
0.05,2.13,0.1,1.89,0.02,0.02,0.09,0.1,0.83,0.0,0.77,0.09,11.38,0.05,0.004,6.68,1.41,0.09,0.07,0.08,0
2.72,26.81,0.01,0.28,0.005,5.37,0.8,1.62,0.96,0.0,0.0,0.138,5.66,1.93,0.0,22.32,0.2,0.01,0.01,0.06,1
0.08,13.33,0.02,1.76,0.01,0.29,0.03,1.67,0.62,0.02,0.004,0.09,13.71,0.18,0.008,0.91,1.34,0.07,0.0,0.06,0
0.24,14.45,0.01,1.09,0.001,2.59,0.73,1.45,0.65,0.57,0.57,0.19,7.01,1.81,0.009,39.12,0.43,0.03,0.39,0.09,1
2.61,20.18,0.03,3.5,0.005,2.0,0.13,1.43,1.34,0.76,0.76,0.069,6.71,1.19,0.002,38.64,2.6,0.0,0.37,0.03,0
1.08,17.63,0.03,0.67,0.008,6.26,0.56,1.74,0.66,0.07,0.008,0.091,0.42,1.85,0.008,29.3,2.59,0.02,0.18,0.05,1
0.61,2.41,0.03,0.59,0.002,1.94,0.77,1.54,0.62,0.23,0.001,0.017,1.99,1.08,0.007,11.16,0.98,0.01,0.47,0.03,1
0.63,24.98,0.02,3.51,0.003,5.61,0.58,0.77,0.79,0.37,0.001,0.147,0.83,1.92,0.006,28.58,0.09,0.02,0.37,0.06,1
0.0,23.32,0.06,0.89,0.08,0.01,0.04,0.57,0.61,0.13,0.001,0.117,6.89,1.3,0.003,5.81,0.38,0.02,0.09,0.02,0
3.59,23.0,0.01,1.18,0.007,6.15,0.22,1.82,0.02,0.0,0.0,0.017,13.82,1.73,0.001,21.54,0.74,0.0,0.35,0.06,1
0.03,2.31,0.08,0.17,0.04,0.09,0.02,0.77,1.23,0.0,0.0,0.112,11.75,1.47,0.008,0.44,0.83,0.02,0.01,0.04,0
0.33,27.45,0.89,4.16,0.12,1.21,0.13,0.08,0.85,0.1,0.001,0.001,16.01,1.51,0.01,15.64,0.8,0.07,0.07,0.0,1
1.09,28.84,0.01,2.16,0.001,1.26,0.85,1.59,1.04,0.08,0.007,0.141,6.48,1.43,0.006,44.66,2.67,0.05,0.35,0.08,0
2.01,3.43,0.04,1.78,0.005,4.56,0.52,1.83,1.3,0.12,0.003,0.129,7.29,1.14,0.007,10.95,5.13,0.07,0.44,0.08,1
0.04,3.44,0.09,0.58,0.01,0.39,0.04,0.04,1.31,0.13,0.0,0.068,13.98,1.53,0.0,6.93,7.18,0.08,0.07,0.03,0
2.61,1.26,0.53,4.05,0.06,3.69,0.03,1.39,1.12,0.0,0.0,0.108,10.02,1.61,0.009,49.87,4.39,0.02,0.11,0.07,0
0.01,14.68,0.07,0.29,0.06,0.14,0.02,1.47,0.15,0.37,0.002,0.085,18.95,1.92,0.001,1.02,0.16,0.05,0.08,0.07,0
0.02,20.33,0.05,0.2,0.02,0.05,0.03,1.97,0.85,0.0,0.56,0.096,18.77,0.52,0.003,2.09,0.39,0.02,0.05,0.03,0
0.08,0.91,0.04,2.94,0.01,1.83,0.7,0.05,0.48,0.29,0.002,0.174,15.83,1.72,0.01,2.67,0.53,0.05,0.21,0.07,0
0.06,19.84,0.04,1.33,0.01,0.21,0.02,0.1,0.34,0.0,0.003,0.146,7.96,0.44,0.006,0.44,0.23,0.09,0.01,0.05,1
0.08,22.42,0.02,2.12,0.01,0.04,0.04,0.1,1.33,0.05,0.001,0.166,11.59,0.03,0.006,3.62,0.06,0.07,0.06,0.08,0
0.08,1.68,0.03,0.77,0.06,0.15,0.01,0.04,0.05,0.0,0.0,0.169,18.1,1.82,0.01,3.8,4.27,0.09,0.06,0.03,0
1.56,6.47,0.02,0.78,0.008,3.41,0.21,0.5,1.34,0.22,0.003,0.095,1.9,1.35,0.001,4.72,6.6,0.01,0.42,0.07,1
0.68,28.29,0.03,3.45,0.005,3.83,0.04,1.04,1.36,0.0,0.0,0.161,12.25,1.27,0.008,13.93,6.59,0.06,0.11,0.04,1
3.14,7.74,0.02,0.47,0.008,4.54,0.1,1.47,0.37,0.74,0.74,0.13,16.78,1.9,0.006,1.95,0.91,0.06,0.18,0.03,1
4.55,14.34,0.34,1.73,0.09,3.87,0.59,1.45,0.28,0.0,0.0,0.197,8.83,1.59,0.006,53.73,4.47,0.06,0.02,0.08,0
0.05,18.62,0.01,0.68,0.09,0.03,0.08,0.04,0.4,0.0,0.74,0.012,13.04,0.52,0.0,0.55,0.13,0.06,0.02,0.0,0
0.06,0.97,0.05,3.01,0.01,0.09,0.04,1.05,0.31,0.0,0.0,0.17,7.5,1.93,0.001,0.21,2.25,0.04,0.09,0.06,0
0.02,10.99,0.0,0.68,0.06,0.01,0.04,0.41,0.72,0.25,0.007,0.02,0.88,1.48,0.01,3.23,0.15,0.06,0.07,0.02,0
1.24,25.85,0.84,1.19,0.05,0.18,0.18,1.44,0.3,0.0,0.0,0.162,2.34,1.48,0.008,6.36,5.41,0.01,0.32,0.0,0
0.92,21.9,0.03,0.6,0.001,7.24,0.14,1.2,1.31,0.91,0.91,0.027,18.96,1.47,0.002,7.24,6.44,0.04,0.01,0.08,1
2.68,9.61,0.02,1.32,0.007,2.89,0.69,0.16,0.87,0.67,0.67,0.18,11.22,1.65,0.003,28.47,7.28,0.07,0.12,0.01,1
0.09,12.25,0.02,1.63,0.008,1.41,0.46,0.62,0.88,0.25,0.002,0.167,9.14,1.5,0.008,36.36,3.46,0.1,0.23,0.04,0
3.99,25.39,0.01,3.1,0.003,1.57,0.35,0.02,0.31,0.47,0.004,0.17,18.09,1.62,0.003,13.32,6.09,0.06,0.33,0.07,1
0.43,13.55,0.03,3.28,0.001,2.38,0.17,0.25,1.25,0.7,0.7,0.129,15.72,1.81,0.003,10.88,5.41,0.03,0.11,0.07,1
4.35,0.13,0.02,1.92,0.007,3.21,0.02,0.33,0.74,0.0,0.0,0.008,1.59,1.98,0.001,22.42,4.13,0.0,0.06,0.04,1
0.01,7.51,0.07,0.37,0.02,0.14,0.07,0.67,0.63,0.48,0.003,0.007,9.35,1.32,0.002,2.51,0.54,0.09,0.03,0.07,0
0.05,22.27,0.07,0.58,0.09,0.02,0.03,0.03,0.47,0.0,0.67,0.042,0.61,0.99,0.008,9.8,0.54,0.1,0.05,0.08,0
0.06,23.8,0.09,0.99,0.04,0.02,0.07,0.04,0.61,0.0,0.001,0.117,6.74,0.67,0.003,0.38,1.23,0.02,0.04,0.02,1
0.28,21.48,0.24,3.86,0.11,3.04,0.25,0.03,1.43,0.51,0.51,0.001,5.95,1.56,0.005,59.22,4.76,0.05,0.4,0.03,0
0.36,0.55,0.61,0.78,0.06,2.02,0.56,1.59,0.13,0.17,0.0,0.076,10.67,1.86,0.01,27.62,1.45,0.05,0.12,0.02,0
0.08,17.55,0.14,3.75,0.04,3.16,0.09,0.02,1.25,0.11,0.003,0.014,17.28,2.21,0.01,27.73,0.19,0.07,0.29,0.02,0
1.62,6.54,0.01,1.46,0.001,3.07,0.11,0.05,1.21,0.33,0.001,0.015,1.72,1.02,0.001,3.47,6.28,0.09,0.47,0.01,1
0.06,27.63,0.03,0.48,0.01,0.2,0.05,0.08,0.43,0.0,0.007,0.033,5.85,0.55,0.001,6.18,1.7,0.01,0.0,0.05,1
0.69,0.47,0.01,1.13,0.007,7.78,0.85,0.08,0.38,0.0,0.0,0.16,14.77,1.83,0.007,16.17,5.54,0.07,0.4,0.04,1
1.21,29.27,0.76,1.75,0.06,2.73,0.44,0.9,0.28,0.19,0.001,0.059,10.58,1.97,0.006,46.96,2.08,0.06,0.5,0.08,0
0.08,29.12,0.02,0.84,0.0,0.1,0.06,1.98,0.63,0.99,0.99,0.005,14.86,1.51,0.01,3.46,3.57,0.0,0.09,0.06,0
4.75,15.62,0.02,3.18,0.002,1.28,0.52,1.64,0.86,0.64,0.64,0.032,10.07,1.74,0.006,54.15,6.46,0.03,0.35,0.06,0
2.78,3.14,0.02,0.22,0.009,6.16,0.47,1.75,1.28,0.23,0.008,0.177,16.44,1.24,0.003,40.47,4.91,0.01,0.17,0.08,1
0.1,23.63,0.1,0.79,0.08,0.03,0.06,0.02,1.38,0.0,0.68,0.198,16.39,0.46,0.008,7.19,1.22,0.06,0.04,0.07,0
0.07,0.3,0.06,0.6,0.0,0.09,0.06,1.0,1.38,0.68,0.68,0.198,16.85,2.0,0.008,4.55,0.93,0.06,0.0,0.07,0
4.35,0.53,0.03,3.51,0.001,0.32,0.84,0.45,1.31,0.42,0.005,0.103,1.52,1.65,0.001,30.79,7.18,0.03,0.24,0.08,1
4.08,5.24,0.03,2.51,0.005,5.67,0.84,1.77,0.94,0.22,0.006,0.126,0.4,1.71,0.005,2.88,4.51,0.07,0.02,0.05,1
0.78,6.58,0.01,3.38,0.006,1.8,0.53,1.05,1.26,0.03,0.003,0.079,8.69,1.8,0.004,42.43,1.67,0.01,0.12,0.09,1
3.29,14.1,0.01,2.39,0.006,4.36,0.36,1.6,0.15,0.91,0.91,0.01,14.1,1.53,0.006,30.49,2.96,0.04,0.33,0.0,1
0.09,21.04,0.05,0.27,0.06,0.23,0.07,0.01,1.38,0.13,0.008,0.121,5.4,1.57,0.003,1.26,1.86,0.04,0.03,0.0,0
3.79,17.82,0.01,2.9,0.001,6.81,0.03,0.11,0.21,0.61,0.61,0.059,2.41,1.91,0.01,37.64,6.56,0.1,0.06,0.05,0
4.44,28.93,0.03,2.84,0.003,5.6,0.37,1.38,0.63,0.97,0.97,0.017,3.83,1.39,0.004,3.3,0.0,0.04,0.35,0.06,1
3.92,15.62,0.85,3.86,0.03,3.21,0.07,0.67,0.08,0.61,0.61,0.123,4.12,1.81,0.0,46.3,0.32,0.03,0.06,0.01,1
0.85,10.38,0.05,0.17,0.006,7.52,0.89,0.52,0.32,0.31,0.002,0.11,3.55,1.79,0.0,6.24,4.15,0.01,0.1,0.02,1
2.75,14.03,0.98,3.95,0.13,1.43,0.48,0.18,0.74,0.0,0.005,0.112,18.39,2.0,0.008,39.43,4.51,0.06,0.05,0.02,1
0.03,25.43,0.79,3.64,0.11,7.98,0.51,0.09,0.62,0.35,0.004,0.198,8.71,1.67,0.001,26.8,4.0,0.06,0.11,0.0,0
0.04,8.53,0.25,1.85,0.04,6.52,0.49,0.65,0.9,0.58,0.58,0.093,10.4,1.47,0.003,38.73,5.8,0.05,0.24,0.05,0
0.02,27.46,0.03,0.89,0.01,0.37,0.09,0.01,0.78,0.54,0.54,0.035,8.83,1.1,0.001,6.7,0.06,0.07,0.04,0.05,0
0.08,16.61,0.08,1.59,0.0,0.32,0.08,0.03,0.4,0.0,0.003,0.144,7.36,0.94,0.01,8.47,0.55,0.09,0.01,0.04,1
4.7,14.03,0.03,2.07,0.005,6.93,0.41,0.05,0.1,0.42,0.0,0.165,10.82,1.59,0.006,23.22,3.48,0.07,0.23,0.09,1
3.4,14.2,0.42,1.98,0.07,8.42,0.28,1.86,0.45,0.0,0.0,0.185,1.38,1.74,0.003,46.43,7.29,0.07,0.02,0.01,0
0.0,26.51,0.0,3.34,0.03,0.46,0.02,1.97,1.48,0.34,0.009,0.031,9.99,0.82,0.001,0.89,0.5,0.09,0.09,0.08,0
0.02,21.05,0.37,3.74,0.04,2.22,0.1,1.48,0.95,0.91,0.91,0.073,17.74,2.19,0.006,53.96,3.69,0.04,0.37,0.0,0
2.69,6.42,0.92,4.4,0.06,7.02,0.72,0.04,1.37,0.84,0.84,0.032,4.97,1.94,0.007,22.91,1.16,0.07,0.01,0.0,1
3.01,1.94,0.04,0.31,0.004,4.78,0.04,0.65,0.2,0.45,0.005,0.013,16.7,1.55,0.003,43.22,3.1,0.01,0.01,0.01,1
0.09,25.82,0.04,1.3,0.06,0.06,0.01,1.96,1.32,0.85,0.85,0.192,13.28,1.37,0.002,1.5,0.87,0.09,0.03,0.09,0
0.05,24.3,0.08,0.01,0.02,0.09,0.07,0.08,0.98,0.0,0.002,0.167,14.66,0.03,0.004,3.11,0.56,0.08,0.03,0.08,0
0.05,23.99,0.01,0.57,0.008,2.69,0.24,1.14,1.16,0.0,0.0,0.114,0.74,1.43,0.005,13.74,4.16,0.05,0.49,0.06,1
3.45,24.62,0.01,1.51,0.004,1.89,0.79,1.92,1.42,0.0,0.0,0.194,0.62,1.34,0.004,28.21,2.94,0.01,0.14,0.09,1
3.59,9.62,0.04,3.52,0.004,4.7,0.62,1.03,0.27,0.19,0.003,0.163,6.0,1.62,0.003,24.82,5.24,0.02,0.25,0.01,1
1.79,15.41,0.03,0.34,0.001,7.99,0.14,0.8,0.25,0.64,0.64,0.096,13.07,1.38,0.009,28.26,7.43,0.06,0.08,0.04,1
0.09,11.42,0.87,0.92,0.11,3.55,0.86,0.06,1.38,0.89,0.89,0.001,14.37,1.85,0.009,3.41,5.03,0.0,0.49,0.02,0
1.44,3.07,0.03,2.83,0.008,3.49,0.13,1.22,0.46,0.37,0.004,0.105,8.84,1.11,0.005,48.1,5.64,0.09,0.15,0.08,1
0.0,10.25,0.03,1.5,0.005,3.11,0.52,1.89,1.18,0.75,0.75,0.092,7.08,1.66,0.002,45.37,3.4,0.07,0.29,0.07,0
0.19,-0.03,0.09,3.94,0.05,6.26,0.37,0.02,0.61,0.73,0.73,0.001,12.94,2.09,0.008,6.88,3.83,0.06,0.33,0.07,0
3.69,17.55,0.03,1.81,0.004,4.26,0.62,0.59,0.05,0.2,0.001,0.168,7.08,1.11,0.008,30.09,4.77,0.04,0.43,0.08,1
0.01,7.45,0.93,2.22,0.07,1.75,0.35,0.04,1.3,0.03,0.007,0.11,1.2,1.27,0.008,0.7,3.11,0.07,0.13,0.04,0
0.21,8.11,0.04,3.49,0.005,3.17,0.49,1.49,0.58,0.8,0.8,0.121,1.88,1.81,0.001,16.74,7.01,0.08,0.11,0.07,1
0.57,0.3,0.29,2.16,0.06,7.36,0.11,0.53,1.05,0.38,0.003,0.076,12.06,1.36,0.01,26.29,5.65,0.07,0.38,0.05,0
0.07,9.24,0.09,0.83,0.05,0.2,0.08,0.32,0.66,0.0,0.006,0.123,2.18,0.37,0.002,3.63,0.41,0.04,0.05,0.03,1
2.08,25.21,0.01,2.13,0.003,1.22,0.52,0.4,0.59,0.61,0.61,0.04,18.49,1.38,0.01,18.52,0.05,0.03,0.05,0.02,1
2.1,3.73,0.05,3.38,0.005,4.01,0.78,1.18,1.41,0.0,0.0,0.128,8.99,1.43,0.01,38.03,2.77,0.02,0.05,0.06,1
0.09,16.91,0.05,0.01,0.02,0.21,0.1,1.24,0.79,0.0,0.0,0.113,17.83,1.14,0.009,4.52,3.07,0.0,0.08,0.08,0
0.37,0.37,0.03,2.75,0.003,2.56,0.49,0.24,1.19,0.27,0.003,0.13,4.22,1.9,0.009,2.55,3.95,0.07,0.49,0.06,0
0.96,5.11,0.001,1.17,0.006,0.2,0.18,0.18,0.37,0.03,0.008,0.081,10.84,1.82,0.007,0.9,2.77,0.03,0.43,0.03,1
0.09,25.78,0.02,0.5,0.0,0.25,0.08,1.26,0.34,0.94,0.94,0.093,8.5,0.85,0.007,5.06,4.99,0.05,0.03,0.04,0
0.03,17.92,0.09,3.1,0.1,2.04,0.59,0.08,0.12,0.66,0.66,0.001,9.18,1.71,0.01,30.34,0.4,0.0,0.08,0.03,1
4.79,5.36,0.03,3.48,0.003,4.38,0.28,1.96,0.5,0.5,0.5,0.196,6.11,1.23,0.004,35.86,7.77,0.07,0.12,0.06,1
0.05,0.13,0.03,0.16,0.03,0.0,0.02,0.04,1.19,0.0,0.003,0.13,4.22,0.96,0.009,0.37,0.21,0.07,0.06,0.06,1
0.07,9.24,0.57,3.93,0.11,1.18,0.56,0.03,0.99,0.43,0.006,0.001,9.25,1.86,0.006,13.35,4.28,0.02,0.05,0.02,1
0.27,10.67,0.02,0.55,0.001,3.74,0.12,1.77,0.43,0.8,0.8,0.114,12.69,1.18,0.008,34.64,0.9,0.02,0.16,0.06,1
0.09,21.26,0.03,1.04,0.09,0.01,0.03,0.55,0.19,0.0,0.72,0.089,0.84,0.69,0.004,6.75,3.56,0.01,0.04,0.03,0
2.71,26.19,0.04,3.02,0.006,4.0,0.17,1.56,0.91,0.38,0.005,0.013,11.0,1.0,0.006,14.16,6.16,0.05,0.05,0.08,1
0.04,10.38,0.1,1.87,0.02,0.11,0.07,0.3,0.52,0.0,0.002,0.131,8.75,0.68,0.005,1.83,1.04,0.06,0.03,0.05,1
0.45,12.21,0.04,2.89,0.006,5.23,0.84,0.99,0.62,0.0,0.0,0.076,15.59,1.77,0.004,9.06,1.06,0.06,0.4,0.02,1
0.32,28.36,0.04,3.46,0.008,0.34,0.76,0.4,0.34,0.0,0.0,0.013,1.48,1.15,0.003,20.36,4.91,0.01,0.36,0.02,1
0.02,8.71,0.05,2.46,0.002,7.33,0.43,0.7,0.8,0.97,0.97,0.1,18.78,1.99,0.001,27.53,5.96,0.05,0.08,0.0,0
