aluminium,cadmium,chromium,arsenic,chloramine,perchlorate,radium,nitrates,barium,bacteria,silver,selenium,ammonia,viruses,uranium,is_safe
0.09,0.09,0.05,0.01,0.0,5.89,0.09,3.13,1.68,0.0,0.1,0.09,24.46,0.008,0.02,1
0.06,0.07,0.01,0.03,0.0,5.78,0.97,11.21,2.31,0.0,0.09,0.09,11.77,0.001,0.0,0
0.07,0.04,0.09,0.09,0.49,1.71,4.96,16.14,2.28,0.0,0.03,0.05,26.03,0.93,0.07,0
0.1,0.09,0.1,0.03,0.27,6.56,1.59,6.24,0.76,0.0,0.09,0.01,27.79,0.007,0.05,1
3.13,0.008,0.32,0.02,6.25,15.09,4.94,6.98,1.8,0.0,0.39,0.01,28.98,0.0,0.09,1
0.36,0.003,0.32,0.02,6.52,47.92,5.92,7.59,2.28,0.26,0.11,0.1,2.2,0.002,0.0,1
0.09,0.06,0.08,0.05,0.03,5.04,2.01,11.71,0.48,0.0,0.07,0.08,23.64,0.82,0.01,0
0.01,0.005,0.13,0.001,2.71,13.59,4.78,4.53,1.6,0.5,0.05,0.05,14.2,0.5,0.02,1
0.33,0.005,0.24,0.03,2.46,4.51,7.32,3.36,1.03,0.06,0.12,0.02,25.32,0.005,0.09,1
0.09,0.001,0.42,0.03,3.2,45.87,0.25,10.34,2.36,0.65,0.12,0.06,16.6,0.65,0.05,0
2.17,0.003,0.38,0.05,4.27,16.62,7.46,4.85,3.98,0.0,0.3,0.07,22.04,0.0,0.0,1
4.74,0.001,0.82,0.02,2.55,28.2,7.31,1.59,1.6,0.14,0.42,0.06,18.82,0.006,0.06,1
0.1,0.04,0.03,0.08,0.3,1.27,0.13,16.74,0.92,0.1,0.07,0.08,26.04,0.008,0.02,0
2.5,0.003,0.36,0.02,0.83,44.16,4.01,1.24,0.9,0.71,0.23,0.06,16.32,0.71,0.03,1
0.07,0.03,0.03,0.04,0.16,1.28,0.51,4.07,1.22,0.0,0.03,0.06,11.23,0.001,0.07,1
3.92,0.008,0.82,0.05,5.18,12.71,1.03,1.1,3.96,0.0,0.23,0.04,0.53,0.0,0.07,1
0.13,0.06,0.05,0.4,7.45,14.44,0.53,17.67,2.73,0.61,0.06,0.0,5.0,0.61,0.01,1
0.02,0.11,0.11,0.24,3.8,17.3,2.18,19.34,0.65,0.13,0.01,0.04,13.64,0.008,0.02,1
3.67,0.01,0.71,0.82,5.07,37.58,6.66,1.39,1.68,0.0,0.45,0.05,16.12,0.004,0.08,0
0.31,0.005,0.8,0.01,5.37,22.32,0.2,5.66,0.28,0.45,0.01,0.01,26.81,0.0,0.06,0
2.18,0.001,0.33,0.04,1.66,34.46,1.38,17.79,3.61,0.62,0.28,0.1,22.69,0.62,0.02,0
0.05,0.12,0.3,0.43,0.76,28.76,7.21,9.35,3.88,0.0,0.22,0.09,25.48,0.008,0.08,0
1.14,0.04,0.38,0.35,1.45,45.06,2.97,1.27,1.32,0.0,0.1,0.06,17.45,0.007,0.02,1
0.04,0.01,0.3,0.76,7.18,34.26,3.17,17.83,2.09,0.54,0.26,0.05,12.42,0.54,0.05,0
4.75,0.002,0.52,0.02,1.28,54.15,6.46,10.07,3.18,0.64,0.35,0.03,15.62,0.64,0.06,0
0.06,0.09,0.09,0.07,0.36,5.44,0.02,12.44,0.16,0.24,0.09,0.06,4.89,0.004,0.01,0
0.03,0.06,0.05,0.07,0.35,0.3,5.4,7.1,0.12,0.02,0.08,0.01,7.75,0.002,0.04,0
0.04,0.05,0.03,0.04,0.09,1.17,1.8,15.72,2.77,0.7,0.08,0.03,12.61,0.7,0.07,0
0.94,0.005,0.15,0.01,1.85,46.24,3.95,7.52,3.54,0.86,0.14,0.04,2.84,0.86,0.02,1
0.03,0.002,0.54,0.001,5.47,25.95,4.31,15.78,1.03,0.94,0.06,0.01,0.09,0.94,0.01,1
4.76,0.005,0.04,0.03,7.72,16.15,5.97,10.85,3.01,0.0,0.2,0.08,23.47,0.0,0.01,1
0.1,0.03,0.03,0.04,0.14,5.22,6.97,3.83,0.03,0.0,0.08,0.02,14.18,0.0,0.09,0
0.01,0.07,0.07,0.1,0.31,6.53,0.27,2.57,0.77,0.0,0.1,0.04,21.07,0.007,0.05,0
0.08,0.006,0.53,0.01,1.8,42.43,1.67,8.69,3.38,0.03,0.12,0.01,6.58,0.003,0.09,0
0.86,0.008,0.09,0.01,6.5,32.6,3.54,6.32,2.34,0.0,0.05,0.1,9.91,0.0,0.01,1
0.03,0.003,0.36,0.03,6.14,16.61,2.27,6.87,1.21,0.38,0.24,0.06,29.02,0.005,0.0,0
0.03,0.09,0.01,0.09,0.39,0.55,1.69,11.01,2.71,0.0,0.05,0.04,5.47,0.008,0.06,0
0.08,0.07,0.04,0.06,0.08,3.43,0.68,7.63,0.38,0.0,0.03,0.05,12.69,0.0,0.05,0
0.01,0.05,0.08,0.04,0.41,0.1,0.25,12.63,0.24,0.0,0.05,0.04,24.42,0.62,0.01,0
4.19,0.004,0.28,0.01,2.47,24.83,4.03,18.41,1.37,0.0,0.37,0.03,0.68,0.0,0.08,1
3.99,0.007,0.43,0.001,6.69,25.05,4.9,15.91,3.64,0.0,0.16,0.06,9.06,0.0,0.01,1
2.99,0.007,0.72,0.03,0.67,34.97,6.83,0.16,3.04,0.72,0.25,0.01,21.68,0.72,0.03,1
0.04,0.006,0.29,0.02,7.93,2.64,0.79,16.29,2.85,0.64,0.03,0.04,3.9,0.64,0.0,1
4.69,0.003,0.26,0.02,1.78,42.56,5.83,7.92,2.36,0.0,0.48,0.01,8.04,0.0,0.07,1
1.88,0.008,0.42,0.02,0.05,22.12,1.97,4.37,2.78,0.91,0.06,0.03,19.26,0.91,0.05,1
1.72,0.007,0.68,0.01,0.11,13.79,0.06,8.14,0.97,0.0,0.18,0.08,16.43,0.0,0.02,1
0.09,0.02,0.07,0.07,0.19,1.89,3.9,9.46,1.93,0.77,0.03,0.01,19.71,0.77,0.04,0
0.05,0.004,0.77,0.02,3.35,15.08,2.35,3.29,3.25,0.25,0.09,0.09,27.89,0.008,0.03,0
0.06,0.01,0.02,0.04,0.21,0.44,0.23,7.96,1.33,0.0,0.01,0.09,19.84,0.003,0.05,1
0.19,0.09,0.54,0.1,1.29,11.32,0.46,12.14,0.18,0.55,0.0,0.03,22.74,0.55,0.03,1
0.09,0.06,0.0,0.1,0.05,0.08,0.69,18.34,2.86,0.0,0.1,0.01,1.48,0.68,0.05,0
2.08,0.003,0.52,0.01,1.22,18.52,0.05,18.49,2.13,0.61,0.05,0.03,25.21,0.61,0.02,1
0.12,0.007,0.48,0.04,0.71,33.01,4.51,17.75,3.88,0.19,0.05,0.06,14.13,0.005,0.02,1
2.01,0.006,0.33,0.01,6.42,3.17,5.31,17.85,2.17,0.76,0.32,0.07,15.1,0.76,0.0,1
0.01,0.09,0.06,0.01,0.05,3.4,0.36,1.67,0.23,0.0,0.07,0.06,8.13,0.003,0.03,1
0.18,0.005,0.87,0.02,4.05,24.25,0.62,6.82,0.92,0.71,0.06,0.07,10.29,0.71,0.03,1
0.6,0.003,0.44,0.01,3.84,37.48,1.34,4.08,2.56,0.0,0.13,0.01,24.21,0.0,0.07,1
4.03,0.008,0.32,0.05,1.84,17.62,2.08,17.93,0.34,0.21,0.11,0.06,25.54,0.005,0.05,1
0.92,0.005,0.67,0.02,6.07,10.5,2.57,16.8,3.3,0.84,0.21,0.04,27.37,0.84,0.02,1
2.97,0.001,0.69,0.03,0.64,33.87,4.25,18.74,1.86,0.1,0.22,0.05,8.37,0.003,0.01,1
0.42,0.009,0.34,0.01,3.7,19.19,2.86,17.16,2.82,0.0,0.21,0.09,17.59,0.0,0.03,1
0.06,0.06,0.09,0.1,0.1,10.85,0.99,4.48,0.07,0.0,0.02,0.09,22.77,0.004,0.02,1
0.03,0.05,0.09,0.1,0.0,7.43,2.97,16.03,1.44,0.5,0.05,0.06,23.12,0.5,0.09,0
1.09,0.002,0.25,0.02,3.03,41.01,2.82,14.87,3.01,0.15,0.45,0.02,2.07,0.004,0.01,1
0.04,0.0,0.09,0.01,0.43,2.42,1.66,7.96,2.84,0.0,0.05,0.06,10.21,0.0,0.05,0
2.05,0.005,0.14,0.03,4.74,21.35,6.31,5.43,2.06,0.75,0.23,0.09,1.57,0.75,0.06,1
4.2,0.004,0.25,0.03,2.32,16.41,7.9,5.05,2.83,0.0,0.13,0.07,6.7,0.0,0.08,1
0.91,0.005,0.04,0.01,4.79,11.52,6.12,14.66,1.03,0.0,0.36,0.03,8.09,0.0,0.04,1
0.28,0.11,0.25,0.24,3.04,59.22,4.76,5.95,3.86,0.51,0.4,0.05,21.48,0.51,0.03,0
0.09,0.09,0.03,0.03,0.01,6.75,3.56,0.84,1.04,0.0,0.04,0.01,21.26,0.72,0.03,0
2.29,0.003,0.13,0.02,7.15,14.45,1.72,14.45,3.74,0.0,0.03,0.1,13.29,0.0,0.06,1
0.05,0.03,0.02,0.03,0.0,0.37,0.21,4.22,0.16,0.0,0.06,0.07,0.13,0.003,0.06,1
2.06,0.007,0.48,0.03,1.78,31.24,3.6,11.36,3.04,0.84,0.42,0.03,15.16,0.84,0.05,1
4.57,0.02,0.17,0.74,1.93,30.24,7.74,14.31,1.52,0.0,0.03,0.03,23.64,0.006,0.02,0
0.1,0.09,0.02,0.07,0.3,0.4,0.5,1.51,0.09,0.74,0.04,0.01,18.42,0.74,0.08,0
2.06,0.001,0.55,0.04,2.16,53.73,0.3,3.01,1.81,0.64,0.01,0.09,12.22,0.64,0.09,0
0.1,0.008,0.8,0.02,0.53,44.84,0.72,8.49,1.82,0.7,0.33,0.0,23.18,0.7,0.0,0
0.08,0.09,0.02,0.03,0.05,1.05,2.46,7.06,0.22,0.0,0.09,0.02,2.43,0.0,0.07,0
0.35,0.004,0.51,0.02,4.57,11.39,1.36,17.18,0.25,0.89,0.41,0.0,21.29,0.89,0.08,1
0.29,0.007,0.87,0.02,6.13,26.27,1.89,5.17,2.64,0.79,0.13,0.06,23.74,0.79,0.08,1
0.03,0.08,0.0,0.01,0.23,10.42,1.77,7.2,2.19,0.45,0.02,0.06,19.92,0.0,0.01,0
0.07,0.05,0.03,0.03,0.17,2.94,0.6,14.77,0.67,0.38,0.02,0.07,0.22,0.006,0.04,0
0.05,0.008,0.24,0.01,2.69,13.74,4.16,0.74,0.57,0.0,0.49,0.05,23.99,0.0,0.06,1
0.02,0.04,0.02,0.07,0.09,3.9,6.52,7.4,2.49,0.57,0.02,0.09,26.9,0.57,0.04,0
0.41,0.005,0.07,0.04,5.73,16.24,4.48,7.37,1.57,0.98,0.36,0.03,23.98,0.98,0.04,1
0.03,0.1,0.03,0.04,0.17,0.33,1.33,3.74,2.0,0.24,0.09,0.04,12.37,0.003,0.07,0
0.02,0.02,0.04,0.05,0.57,1.68,3.55,19.41,0.77,0.0,0.07,0.05,5.24,0.0,0.07,1
0.67,0.004,0.32,0.03,5.54,12.85,6.24,3.67,1.63,0.0,0.47,0.09,6.22,0.0,0.05,1
0.53,0.008,0.43,0.001,4.47,34.44,0.02,12.01,2.71,0.0,0.05,0.07,5.44,0.0,0.01,1
0.13,0.002,0.72,0.04,6.6,33.77,1.16,4.38,3.93,0.84,0.01,0.07,6.52,0.84,0.0,1
0.08,0.11,0.7,0.51,0.37,15.35,5.87,14.83,0.51,0.23,0.3,0.05,5.04,0.004,0.02,0
0.05,0.005,0.87,0.02,4.05,24.25,0.62,6.82,0.92,0.0,0.06,0.07,10.29,0.0,0.03,1
0.04,0.07,0.48,0.91,0.42,12.22,6.88,13.43,4.39,0.94,0.07,0.05,25.55,0.94,0.07,0
0.08,0.06,0.04,0.05,0.02,3.71,1.18,2.25,0.22,0.07,0.01,0.09,9.62,0.008,0.04,0
4.96,0.04,0.29,0.29,4.54,37.47,3.34,14.29,1.5,0.16,0.07,0.0,17.22,0.009,0.02,1
0.55,0.006,0.43,0.001,4.58,11.1,5.62,18.8,1.31,0.11,0.08,0.08,9.47,0.001,0.06,1
1.52,0.006,0.46,0.02,3.29,29.0,2.27,2.06,1.43,0.77,0.25,0.02,29.23,0.77,0.07,1
0.01,0.07,0.0,0.04,0.16,1.41,0.92,14.33,0.13,0.06,0.07,0.01,11.97,0.004,0.06,0
4.59,0.009,0.37,0.01,5.17,31.78,2.07,13.66,2.55,0.0,0.5,0.04,3.44,0.0,0.09,1
0.03,0.05,0.05,0.03,0.13,4.03,0.25,1.68,0.48,0.0,0.07,0.05,12.22,0.0,0.09,0
0.03,0.04,0.04,0.09,0.01,1.1,0.74,13.78,0.09,0.0,0.01,0.06,7.9,0.62,0.0,0
0.07,0.02,0.06,0.02,0.03,6.37,0.93,19.23,0.8,0.17,0.08,0.08,10.73,0.001,0.04,0
0.08,0.06,0.09,0.08,0.14,0.15,0.7,16.37,0.3,0.0,0.1,0.04,20.47,0.55,0.04,0
0.75,0.006,0.89,0.01,3.49,18.51,0.77,8.32,2.59,0.0,0.36,0.02,10.88,0.0,0.08,1
1.17,0.11,0.36,0.24,5.13,45.05,1.68,2.52,0.99,0.59,0.37,0.07,24.27,0.59,0.07,0
3.79,0.1,0.13,0.58,2.77,1.6,4.78,4.8,1.85,0.0,0.05,0.05,14.1,0.5,0.02,1
0.3,0.02,0.67,0.81,4.92,1.24,6.21,14.14,0.83,0.1,0.21,0.06,17.76,0.007,0.03,0
3.65,0.004,0.04,0.03,6.09,13.01,5.33,6.39,3.1,0.0,0.1,0.05,28.57,0.0,0.05,1
0.33,0.12,0.13,0.89,1.21,15.64,0.8,16.01,4.16,0.1,0.07,0.07,27.45,0.001,0.0,1
0.0,0.007,0.26,0.03,3.61,17.72,6.36,5.58,1.46,0.15,0.27,0.06,7.23,0.003,0.06,1
0.29,0.002,0.7,0.04,4.13,37.15,0.25,8.49,2.34,0.55,0.01,0.08,5.43,0.55,0.09,0
4.8,0.006,0.46,0.05,7.37,33.02,6.74,6.03,3.2,0.58,0.42,0.0,11.92,0.58,0.0,1
0.48,0.003,0.34,0.01,6.81,27.84,0.64,8.12,2.69,0.0,0.17,0.05,23.82,0.0,0.01,1
0.09,0.07,0.89,0.16,7.54,48.55,4.15,4.54,0.39,0.31,0.1,0.01,10.28,0.002,0.02,1
0.08,0.002,0.0,0.01,6.21,18.68,1.67,16.78,0.17,0.15,0.0,0.04,14.96,0.005,0.03,1
0.03,0.08,0.05,0.02,0.04,0.22,0.19,7.85,1.22,0.0,0.09,0.03,13.58,0.004,0.04,1
0.43,0.003,0.37,0.04,6.78,13.14,7.54,5.03,1.24,0.0,0.47,0.0,10.55,0.0,0.06,1
0.15,0.009,0.86,0.01,3.42,39.6,3.6,16.1,2.38,0.09,0.12,0.04,29.1,0.005,0.05,0
3.69,0.08,0.82,0.13,5.65,19.25,4.18,11.71,1.75,0.84,0.07,0.09,2.23,0.84,0.06,0
0.03,0.01,0.07,0.06,0.04,1.72,0.06,6.87,0.14,0.0,0.1,0.06,28.35,0.005,0.0,1
0.34,0.006,0.42,0.01,4.93,50.59,3.04,0.49,0.76,0.42,0.37,0.05,20.63,0.005,0.05,0
0.03,0.003,0.1,0.01,3.5,24.76,2.6,12.48,1.22,0.61,0.05,0.06,7.96,0.61,0.09,0
1.65,0.007,0.61,0.02,7.78,23.26,6.74,16.67,0.41,0.05,0.06,0.09,4.36,0.002,0.05,1
2.35,0.009,0.01,0.02,5.27,27.48,2.92,7.72,2.86,0.39,0.41,0.07,14.14,0.007,0.01,1
0.17,0.003,0.03,0.03,0.05,51.61,3.72,5.17,1.81,0.51,0.14,0.04,16.77,0.51,0.08,0
0.06,0.05,0.03,0.05,0.01,4.65,3.92,1.81,0.89,0.71,0.02,0.06,4.8,0.71,0.03,0
2.56,0.004,0.33,0.03,5.48,15.96,7.08,11.67,2.16,0.74,0.14,0.06,28.59,0.74,0.01,1
0.05,0.01,0.01,0.03,0.05,0.16,1.65,12.71,0.3,0.0,0.02,0.01,19.74,0.85,0.09,0
0.0,0.005,0.7,0.02,1.74,14.49,3.54,9.73,0.86,0.87,0.47,0.02,20.61,0.87,0.07,0
2.8,0.006,0.29,0.04,3.67,24.98,0.74,8.32,0.12,0.2,0.45,0.07,23.13,0.005,0.08,1
0.11,0.004,0.42,0.04,4.06,52.16,4.4,9.22,1.33,0.93,0.45,0.02,22.35,0.93,0.05,0
0.02,0.0,0.03,0.05,0.01,2.34,4.88,1.12,1.9,0.0,0.09,0.08,18.56,0.0,0.01,0
0.16,0.09,0.18,1.0,4.88,25.74,0.86,7.54,3.45,0.15,0.41,0.1,2.71,0.001,0.0,0
0.7,0.008,0.84,0.001,4.36,33.11,1.12,3.1,3.14,0.2,0.45,0.09,24.86,0.008,0.02,1
0.01,0.07,0.61,0.49,4.14,9.82,3.51,8.5,2.45,0.15,0.21,0.08,0.02,0.008,0.0,0
2.51,0.11,0.5,1.0,7.43,50.09,0.51,8.24,2.89,0.0,0.08,0.04,6.6,0.007,0.09,0
3.93,0.09,0.01,0.72,1.5,27.6,5.17,1.46,3.87,0.96,0.23,0.02,10.56,0.96,0.04,0
0.09,0.08,0.02,0.08,0.39,0.44,0.97,3.55,0.51,0.31,0.03,0.01,9.98,0.002,0.02,0
0.02,0.05,0.09,0.04,0.06,1.64,1.58,5.36,0.33,0.0,0.01,0.02,27.85,0.008,0.08,1
0.06,0.01,0.04,0.05,0.09,0.21,2.25,7.5,3.01,0.0,0.09,0.04,0.97,0.0,0.06,0
3.24,0.003,0.68,0.03,5.67,6.7,3.04,2.44,0.51,0.78,0.32,0.07,2.58,0.78,0.06,1
3.95,0.007,0.01,0.04,7.17,2.43,5.26,9.23,0.73,0.35,0.47,0.06,3.2,0.004,0.03,1
2.82,0.001,0.03,0.03,4.08,43.79,0.56,0.37,0.3,0.0,0.21,0.06,10.11,0.0,0.03,1
4.32,0.006,0.65,0.01,6.25,4.4,3.49,18.68,0.55,0.0,0.43,0.0,4.93,0.0,0.02,1
4.36,0.001,0.86,0.04,5.1,1.19,7.79,12.63,0.04,0.0,0.43,0.04,25.18,0.0,0.01,1
0.02,0.06,0.06,0.06,0.24,2.21,0.62,7.29,0.25,0.0,0.07,0.07,1.0,0.0,0.03,0
0.01,0.06,0.04,0.07,0.26,8.65,4.98,17.04,0.74,0.0,0.06,0.09,3.25,0.0,0.05,0
0.13,0.005,0.4,0.04,6.85,34.7,2.18,14.61,2.0,0.31,0.19,0.05,6.05,0.005,0.04,0
0.3,0.007,0.35,0.001,6.11,16.99,4.12,14.27,2.5,0.67,0.42,0.09,0.44,0.67,0.01,1
0.1,0.04,0.07,0.06,0.07,3.72,0.05,0.37,0.66,0.6,0.0,0.06,9.43,0.6,0.03,0
4.5,0.005,0.86,0.01,3.31,18.88,7.48,5.9,2.68,0.92,0.3,0.06,24.24,0.92,0.06,1
0.07,0.09,0.07,0.09,0.1,0.11,6.61,7.97,0.23,0.0,0.01,0.03,22.95,0.86,0.01,0
0.08,0.004,0.77,0.01,4.62,32.54,4.83,5.29,2.47,0.59,0.1,0.02,28.55,0.59,0.02,1
1.86,0.003,0.35,0.03,4.14,12.17,7.8,2.42,1.64,0.0,0.11,0.01,2.06,0.0,0.01,1
0.99,0.002,0.2,0.03,7.96,8.75,0.67,16.47,1.85,0.98,0.18,0.06,21.31,0.98,0.08,1
2.26,0.006,0.79,0.01,5.22,16.06,1.11,9.52,3.84,0.0,0.14,0.09,27.01,0.0,0.08,1
0.05,0.03,0.43,0.19,4.62,39.67,0.02,12.02,3.45,0.29,0.05,0.07,5.34,0.002,0.01,1
1.32,0.009,0.84,0.01,5.06,46.47,0.53,5.04,3.06,0.0,0.13,0.05,3.91,0.0,0.03,1
0.02,0.02,0.08,0.03,0.02,10.08,4.26,14.1,0.11,0.89,0.07,0.0,10.89,0.89,0.02,0
0.73,0.09,0.04,0.94,4.3,49.79,6.59,12.8,3.87,0.72,0.11,0.06,28.19,0.72,0.04,0
4.04,0.003,0.45,0.01,3.54,38.53,1.56,15.37,3.62,0.74,0.16,0.01,7.61,0.74,0.08,1
0.05,0.04,0.84,0.24,4.55,35.54,4.14,2.91,2.06,0.19,0.02,0.01,18.97,0.008,0.01,1
4.3,0.001,0.7,0.05,6.1,7.63,3.03,1.22,0.54,0.72,0.29,0.05,10.8,0.72,0.07,1
0.76,0.002,0.18,0.03,3.0,33.34,5.93,15.53,1.69,0.3,0.47,0.03,0.47,0.005,0.03,1
2.46,0.002,0.5,0.02,7.17,8.62,0.51,7.76,2.35,0.09,0.08,0.04,6.7,0.007,0.09,1
0.07,0.004,0.08,0.01,2.14,2.59,4.98,0.35,0.18,0.7,0.3,0.03,26.26,0.7,0.01,0
0.24,0.003,0.57,0.02,0.45,13.3,4.32,15.32,1.87,0.28,0.29,0.05,21.63,0.002,0.04,1
0.03,0.005,0.15,0.001,0.8,55.9,5.88,10.42,2.04,0.54,0.18,0.01,7.2,0.54,0.0,0
0.06,0.003,0.01,0.03,2.38,47.83,2.74,12.84,1.36,0.53,0.24,0.03,0.13,0.53,0.05,0
2.71,0.005,0.04,0.05,4.6,10.82,7.74,10.54,0.46,0.96,0.4,0.09,4.82,0.96,0.07,1
3.74,0.005,0.13,0.001,2.71,13.59,4.78,4.53,1.6,0.5,0.05,0.05,14.2,0.5,0.02,1
1.55,0.002,0.16,0.01,7.83,21.94,6.38,15.72,3.27,0.52,0.27,0.01,16.16,0.52,0.0,1
0.07,0.09,0.06,0.06,0.04,1.54,0.59,6.48,2.6,0.0,0.08,0.07,5.24,0.5,0.06,0
0.01,0.07,0.05,0.05,0.09,4.27,4.48,18.76,0.0,0.0,0.1,0.06,11.0,0.006,0.08,0
0.03,0.06,0.09,0.08,0.15,2.43,1.31,0.26,0.38,0.0,0.01,0.02,16.08,0.009,0.06,1
3.38,0.003,0.01,0.03,2.38,47.83,2.74,12.84,1.36,0.53,0.24,0.03,0.13,0.53,0.05,1
3.34,0.005,0.73,0.05,4.49,22.0,5.65,16.27,3.06,0.51,0.31,0.03,11.79,0.51,0.03,1
0.18,0.009,0.01,0.02,5.27,27.48,2.92,7.72,2.86,0.39,0.41,0.07,14.14,0.007,0.01,0
0.9,0.008,0.17,0.001,4.76,36.46,0.49,13.77,2.47,0.03,0.07,0.09,10.36,0.006,0.09,1
4.04,0.004,0.24,0.02,4.54,24.01,3.65,12.21,1.62,0.1,0.37,0.05,0.98,0.002,0.02,1
0.09,0.09,0.05,0.0,0.02,2.35,0.06,5.63,0.71,0.0,0.05,0.09,24.34,0.007,0.01,1
0.03,0.06,0.07,0.0,0.09,4.81,1.24,18.69,0.55,0.38,0.02,0.05,16.04,0.006,0.07,0
0.09,0.01,0.03,0.02,0.02,7.4,0.52,17.79,0.89,0.0,0.09,0.1,22.05,0.62,0.02,0
1.68,0.03,0.74,0.7,4.35,43.13,1.71,18.08,3.25,0.0,0.44,0.09,15.65,0.0,0.05,0
1.65,0.002,0.82,0.04,3.42,38.27,5.9,3.83,0.72,0.63,0.45,0.05,4.96,0.63,0.02,1
3.06,0.06,0.04,0.35,4.83,24.79,3.1,17.09,1.16,0.0,0.01,0.01,1.84,0.005,0.01,1
1.09,0.003,0.38,0.04,1.27,33.17,2.97,0.29,0.69,0.25,0.1,0.06,17.55,0.007,0.02,1
0.03,0.05,0.05,0.05,0.09,0.23,5.53,17.98,0.77,0.95,0.01,0.1,9.13,0.95,0.04,0
4.96,0.001,0.64,0.03,1.73,31.08,1.45,1.16,3.01,0.69,0.32,0.07,19.39,0.69,0.05,1
3.25,0.005,0.8,0.01,2.16,20.86,1.25,3.27,2.49,0.28,0.27,0.08,3.51,0.003,0.06,1
0.02,0.01,0.05,0.06,0.51,0.17,0.34,7.46,0.58,0.63,0.02,0.07,2.56,0.63,0.01,0
0.03,0.005,0.04,0.01,0.88,0.54,3.52,2.83,2.13,0.72,0.42,0.04,13.34,0.72,0.02,0
0.24,0.008,0.49,0.04,6.19,10.21,5.8,10.16,1.07,0.58,0.24,0.05,8.63,0.58,0.05,1
2.83,0.1,0.45,0.84,6.53,51.46,7.36,3.25,2.01,0.0,0.09,0.08,13.74,0.001,0.08,0
0.08,0.05,0.07,0.05,0.49,1.39,0.36,1.1,0.46,0.04,0.03,0.04,0.27,0.0,0.07,0
0.06,0.05,0.0,0.05,0.46,1.55,0.75,15.82,2.81,0.0,0.06,0.03,13.4,0.005,0.06,0
0.04,0.04,0.03,0.06,0.08,0.34,2.16,14.44,0.49,0.0,0.03,0.06,10.84,0.0,0.05,1
1.55,0.006,0.85,0.01,0.21,25.24,6.53,4.25,1.19,0.53,0.27,0.07,0.03,0.53,0.05,1
0.06,0.01,0.02,0.1,0.24,0.51,2.76,1.76,2.0,0.58,0.03,0.03,13.23,0.58,0.01,0
1.81,0.001,0.69,0.04,4.34,11.04,3.63,12.71,0.14,0.85,0.48,0.01,20.45,0.85,0.09,1
0.1,0.001,0.09,0.02,5.88,13.29,4.08,17.6,0.75,0.37,0.05,0.06,6.4,0.002,0.01,1
0.92,0.004,0.19,0.04,7.59,20.28,4.35,3.7,1.39,0.27,0.41,0.01,9.34,0.008,0.07,1
0.05,0.006,0.05,0.04,5.09,23.76,2.12,9.01,1.25,0.43,0.07,0.07,28.38,0.006,0.01,1
2.46,0.008,0.57,0.001,5.87,26.27,4.53,2.98,1.09,0.0,0.11,0.02,9.9,0.0,0.02,1
0.05,0.08,0.03,0.09,0.48,1.17,2.95,0.86,0.68,0.0,0.09,0.04,19.93,0.0,0.05,0
0.06,0.02,0.06,0.09,0.47,6.03,1.65,11.44,0.77,0.0,0.06,0.02,18.32,0.84,0.05,0
1.28,0.009,0.03,0.04,7.85,9.13,1.6,4.78,1.01,0.54,0.21,0.02,27.62,0.54,0.05,1
0.03,0.08,0.04,0.09,0.07,2.97,0.72,1.79,0.0,0.0,0.04,0.09,27.79,0.007,0.02,1
0.07,0.02,0.25,0.27,3.28,3.73,2.82,15.64,3.36,0.15,0.45,0.02,1.97,0.004,0.01,0
0.05,0.03,0.48,0.21,2.92,38.03,3.92,7.4,1.43,0.36,0.1,0.06,9.64,0.008,0.02,1
0.24,0.01,0.28,0.72,5.83,49.58,5.95,14.88,4.07,0.7,0.47,0.07,17.44,0.7,0.07,0
0.76,0.001,0.57,0.03,5.33,36.9,7.5,9.58,1.21,0.0,0.09,0.02,5.77,0.0,0.03,1
0.1,0.07,0.06,0.05,0.43,1.6,3.24,8.8,0.73,0.0,0.04,0.06,22.85,0.0,0.07,0
0.0,0.03,0.02,0.0,0.46,0.89,0.5,9.99,3.34,0.34,0.09,0.09,26.51,0.009,0.08,0
4.06,0.003,0.55,0.02,1.84,9.01,2.62,16.91,1.21,0.88,0.38,0.04,1.31,0.88,0.05,1
0.03,0.002,0.41,0.03,6.29,27.45,2.48,15.94,0.7,0.48,0.1,0.05,28.82,0.008,0.02,1
0.04,0.02,0.0,0.04,0.1,1.35,4.1,8.95,0.28,0.08,0.01,0.06,13.28,0.001,0.02,1
0.06,0.05,0.0,0.04,0.59,11.84,3.74,4.17,0.15,0.0,0.05,0.01,9.9,0.002,0.02,1
0.03,0.04,0.06,0.0,0.11,2.58,0.78,1.93,0.7,0.0,0.0,0.04,12.18,0.0,0.01,0
0.8,0.002,0.2,0.03,0.89,35.76,3.42,11.57,3.16,0.96,0.15,0.03,13.59,0.96,0.03,1
4.46,0.05,0.03,0.7,6.36,8.05,3.63,10.97,1.56,0.73,0.12,0.02,28.6,0.73,0.01,0
0.02,0.05,0.08,0.01,0.29,3.47,5.41,11.44,0.37,0.84,0.02,0.02,18.68,0.84,0.05,0
0.16,0.001,0.41,0.02,4.18,4.06,5.6,2.31,1.19,0.0,0.01,0.05,11.12,0.0,0.02,1
0.06,0.04,0.04,0.01,0.67,0.28,0.58,1.43,0.68,0.0,0.01,0.0,12.44,0.001,0.04,1
